交易号,商品编码,商品名称,品类,数量,交易日期,单价(元)
101941,SKU95521,洗衣液,日化清洁,3,2026-07-27,25.35
101941,SKU23096,胡萝卜,生鲜蔬果,2,2026-07-27,4.64
101941,SKU41302,盐,粮油调味,5,2026-07-27,18.13
101942,SKU41766,香草精,烘焙用品,4,2026-03-23,60.91
101942,SKU10578,黄瓜,生鲜蔬果,5,2026-03-23,15.85
101942,SKU50490,酱油,粮油调味,4,2026-03-23,12.43
101943,SKU76762,蚝油,粮油调味,1,2026-09-03,65.58
101943,SKU67372,鸡蛋,肉禽蛋品,4,2026-09-03,7.35
101944,SKU68184,胡萝卜,生鲜蔬果,2,2026-08-13,43.86
101944,SKU45365,三文鱼,肉禽蛋品,3,2026-08-13,64.89
101944,SKU91821,苹果,生鲜蔬果,1,2026-08-13,30.53
101944,SKU11695,辣椒酱,粮油调味,2,2026-08-13,21.34
101944,SKU59554,葡萄,生鲜蔬果,2,2026-08-13,35.16
101945,SKU32933,面粉,粮油调味,5,2026-08-16,39.36
101945,SKU70992,饼干,食品饮料,4,2026-08-16,27.92
101946,SKU50524,酵母,烘焙用品,1,2026-02-07,56.47
101946,SKU56713,丸子,火锅食材,3,2026-02-07,20.62
101946,SKU49380,方便面,食品饮料,2,2026-02-07,30.37
101946,SKU77922,垃圾袋,日化清洁,3,2026-02-07,55.2
101947,SKU23661,三文鱼,肉禽蛋品,5,2026-09-05,31.13
101947,SKU51244,酵母,烘焙用品,1,2026-09-05,66.06
101947,SKU42722,橙子,生鲜蔬果,4,2026-09-05,39.68
101947,SKU55130,鸭蛋,肉禽蛋品,2,2026-09-05,44.85
101948,SKU79737,酵母,烘焙用品,1,2026-02-11,53.9
101948,SKU81381,羊肉卷,火锅食材,1,2026-02-11,77.73
101948,SKU37462,苹果,生鲜蔬果,2,2026-02-11,41.81
101948,SKU39273,肥皂,日化清洁,1,2026-02-11,69.18
101949,SKU66141,牛奶,食品饮料,3,2026-05-14,42.2
101949,SKU91999,面包,食品饮料,1,2026-05-14,22.14
101949,SKU55102,肥牛卷,火锅食材,3,2026-05-14,60.48
101950,SKU57128,蔬菜拼盘,火锅食材,3,2026-07-07,51.02
101950,SKU52077,带鱼,肉禽蛋品,2,2026-07-07,24.48
101950,SKU20109,酸奶,食品饮料,4,2026-07-07,7.13
101951,SKU10990,火锅底料,火锅食材,2,2026-06-28,44.23
101951,SKU45303,豆腐,火锅食材,2,2026-06-28,64.92
101951,SKU59484,三文鱼,肉禽蛋品,2,2026-06-28,38.73
101951,SKU98043,黄油,烘焙用品,1,2026-06-28,54.21
101952,SKU33575,洗发水,日化清洁,4,2026-07-25,35.18
101952,SKU13222,沐浴露,日化清洁,2,2026-07-25,51.71
101952,SKU55159,牙膏,日化清洁,2,2026-07-25,55.71
101952,SKU68182,消毒液,日化清洁,3,2026-07-25,39.16
101952,SKU22580,油纸,烘焙用品,2,2026-07-25,34.82
101952,SKU34800,面包,食品饮料,5,2026-07-25,79.3
101953,SKU10127,薯片,食品饮料,2,2026-02-26,13.74
101953,SKU41542,牛肉,肉禽蛋品,4,2026-02-26,17.28
101953,SKU22424,食用油,粮油调味,5,2026-02-26,22.3
101954,SKU80617,大米,粮油调味,5,2026-09-12,15.64
101954,SKU41330,食用油,粮油调味,5,2026-09-12,71.36
101954,SKU10471,酱油,粮油调味,1,2026-09-12,23.12
101954,SKU55502,生菜,生鲜蔬果,1,2026-09-12,71.57
101954,SKU36610,蔬菜拼盘,火锅食材,4,2026-09-12,20.3
101955,SKU11189,排骨,肉禽蛋品,3,2026-03-17,70.07
101955,SKU85965,胡萝卜,生鲜蔬果,3,2026-03-17,78.76
101955,SKU57223,土豆,生鲜蔬果,5,2026-03-17,76.24
101955,SKU76026,洗洁精,日化清洁,4,2026-03-17,10.72
101956,SKU32625,洗衣液,日化清洁,1,2026-07-21,43.39
101956,SKU80286,纸巾,日化清洁,5,2026-07-21,34.4
101956,SKU91934,垃圾袋,日化清洁,3,2026-07-21,32.72
101957,SKU85578,豆腐,火锅食材,2,2026-04-10,19.24
101957,SKU81352,蘸料,火锅食材,2,2026-04-10,68.53
101958,SKU41992,蛋糕粉,烘焙用品,1,2026-08-06,33.54
101958,SKU48471,油纸,烘焙用品,1,2026-08-06,68.6
101958,SKU71484,料酒,粮油调味,4,2026-08-06,6.22
101958,SKU29955,白糖,粮油调味,2,2026-08-06,60.3
101959,SKU47222,洗衣液,日化清洁,5,2026-09-25,66.55
101959,SKU20582,纸巾,日化清洁,4,2026-09-25,24.66
101959,SKU41397,垃圾袋,日化清洁,1,2026-09-25,36.35
101959,SKU39172,黄油,烘焙用品,3,2026-09-25,68.7
101959,SKU22454,巧克力,食品饮料,1,2026-09-25,20.61
101959,SKU22834,橙子,生鲜蔬果,1,2026-09-25,57.93
101960,SKU51701,可乐,食品饮料,5,2026-07-14,24.11
101960,SKU10348,薯片,食品饮料,3,2026-07-14,8.57
101960,SKU69469,饼干,食品饮料,5,2026-07-14,51.95
101960,SKU59592,食用油,粮油调味,5,2026-07-14,73.36
101960,SKU85358,虾仁,肉禽蛋品,2,2026-07-14,15.54
101961,SKU20459,西红柿,生鲜蔬果,3,2026-06-03,43.58
101961,SKU64338,鸭血,火锅食材,1,2026-06-03,32.46
101962,SKU87481,酱油,粮油调味,1,2026-01-24,25.81
101962,SKU67959,拖把,日化清洁,1,2026-01-24,52.06
101963,SKU46366,鸭血,火锅食材,2,2026-05-20,72.42
101963,SKU64580,鸡蛋,肉禽蛋品,1,2026-05-20,77.26
101963,SKU81524,消毒液,日化清洁,4,2026-05-20,51.24
101964,SKU17337,排骨,肉禽蛋品,1,2026-09-10,36.15
101964,SKU45888,胡萝卜,生鲜蔬果,2,2026-09-10,73.16
101964,SKU78790,土豆,生鲜蔬果,2,2026-09-10,72.06
101964,SKU44875,虾仁,肉禽蛋品,5,2026-09-10,18.02
101965,SKU13142,胡萝卜,生鲜蔬果,5,2026-05-28,42.72
101965,SKU96347,生菜,生鲜蔬果,2,2026-05-28,21.78
101965,SKU93714,黄瓜,生鲜蔬果,1,2026-05-28,79.27
101965,SKU66848,油纸,烘焙用品,1,2026-05-28,67.72
101965,SKU80895,面粉,粮油调味,4,2026-05-28,10.26
101966,SKU51522,排骨,肉禽蛋品,3,2026-06-08,38.04
101966,SKU18649,羊肉卷,火锅食材,3,2026-06-08,22.67
101966,SKU82404,猪肉,肉禽蛋品,2,2026-06-08,46.34
101967,SKU33723,食用油,粮油调味,3,2026-03-10,63.53
101967,SKU99137,大米,粮油调味,1,2026-03-10,42.19
101967,SKU67735,西红柿,生鲜蔬果,3,2026-03-10,13.68
101967,SKU25754,酱油,粮油调味,4,2026-03-10,45.16
101967,SKU66375,毛肚,火锅食材,2,2026-03-10,35.11
101967,SKU15962,胡萝卜,生鲜蔬果,2,2026-03-10,28.73
101968,SKU48711,洗衣液,日化清洁,2,2026-06-25,71.33
101968,SKU32120,纸巾,日化清洁,2,2026-06-25,7.17
101968,SKU32070,垃圾袋,日化清洁,3,2026-06-25,6.53
101968,SKU62092,三文鱼,肉禽蛋品,4,2026-06-25,22.3
101968,SKU41419,薯片,食品饮料,2,2026-06-25,63.7
101968,SKU46924,生菜,生鲜蔬果,5,2026-06-25,20.74
101969,SKU86550,丸子,火锅食材,3,2026-05-02,19.21
101969,SKU83681,蛋糕粉,烘焙用品,5,2026-05-02,23.48
101969,SKU12511,纸巾,日化清洁,3,2026-05-02,59.78
101970,SKU16135,淡奶油,烘焙用品,2,2026-04-08,48.49
101970,SKU12667,面包,食品饮料,5,2026-04-08,27.59
101970,SKU45701,鸡肉,肉禽蛋品,3,2026-04-08,78.04
101970,SKU96611,可乐,食品饮料,5,2026-04-08,68.83
101970,SKU13634,蔬菜拼盘,火锅食材,1,2026-04-08,28.76
101970,SKU26417,酸奶,食品饮料,3,2026-04-08,12.08
101971,SKU43705,葡萄,生鲜蔬果,4,2026-04-15,22.49
101971,SKU40343,橙子,生鲜蔬果,4,2026-04-15,47.07
101972,SKU43580,火锅底料,火锅食材,1,2026-02-23,18.43
101972,SKU99076,丸子,火锅食材,3,2026-02-23,33.38
101972,SKU79462,肥牛卷,火锅食材,5,2026-02-23,55.96
101972,SKU73801,面包,食品饮料,4,2026-02-23,28.38
101972,SKU46455,黄瓜,生鲜蔬果,2,2026-02-23,39.87
101973,SKU17608,牛奶,食品饮料,4,2026-07-13,32.14
101973,SKU71599,面包,食品饮料,3,2026-07-13,68.54
101973,SKU10875,三文鱼,肉禽蛋品,3,2026-07-13,10.97
101973,SKU10206,蚝油,粮油调味,5,2026-07-13,11.13
101974,SKU98916,毛肚,火锅食材,2,2026-04-14,63.87
101974,SKU10622,带鱼,肉禽蛋品,5,2026-04-14,51.14
101974,SKU42383,纸巾,日化清洁,3,2026-04-14,19.63
101975,SKU66434,蛋糕粉,烘焙用品,4,2026-06-04,31.76
101975,SKU83258,牙膏,日化清洁,4,2026-06-04,46.17
101975,SKU22929,丸子,火锅食材,1,2026-06-04,19.71
101976,SKU73895,生菜,生鲜蔬果,2,2026-07-07,29.05
101976,SKU30543,模具,烘焙用品,4,2026-07-07,71.25
101976,SKU77520,洗衣液,日化清洁,5,2026-07-07,66.91
101976,SKU38863,带鱼,肉禽蛋品,2,2026-07-07,61.2
101976,SKU91804,方便面,食品饮料,1,2026-07-07,19.11
101976,SKU58063,蔬菜拼盘,火锅食材,3,2026-07-07,21.51
101977,SKU83250,香蕉,生鲜蔬果,2,2026-03-24,49.21
101977,SKU48047,粉丝,火锅食材,4,2026-03-24,70.73
101977,SKU43286,蘸料,火锅食材,1,2026-03-24,10.16
101977,SKU74072,沐浴露,日化清洁,5,2026-03-24,65.35
101977,SKU53128,醋,粮油调味,3,2026-03-24,38.06
101978,SKU89056,油纸,烘焙用品,4,2026-05-24,44.12
101978,SKU61034,苹果,生鲜蔬果,3,2026-05-24,31.07
101978,SKU69076,薯片,食品饮料,3,2026-05-24,47.27
101978,SKU22332,香蕉,生鲜蔬果,2,2026-05-24,49.94
101978,SKU42875,酵母,烘焙用品,1,2026-05-24,54.08
101979,SKU98398,蔬菜拼盘,火锅食材,3,2026-01-11,65.4
101979,SKU51126,鸡肉,肉禽蛋品,4,2026-01-11,77.41
101979,SKU46426,橙子,生鲜蔬果,4,2026-01-11,51.12
101979,SKU31174,粉丝,火锅食材,2,2026-01-11,5.44
101979,SKU75910,土豆,生鲜蔬果,1,2026-01-11,72.13
101980,SKU70633,蛋挞皮,烘焙用品,4,2026-09-15,27.66
101980,SKU42407,鸡肉,肉禽蛋品,2,2026-09-15,20.83
101981,SKU64995,牛奶,食品饮料,4,2026-05-25,79.75
101981,SKU24467,面包,食品饮料,4,2026-05-25,74.84
101981,SKU72529,蘸料,火锅食材,2,2026-05-25,32.65
101981,SKU18739,牙膏,日化清洁,2,2026-05-25,45.29
101982,SKU98312,排骨,肉禽蛋品,3,2026-09-05,47.46
101982,SKU62996,面粉,粮油调味,5,2026-09-05,7.93
101982,SKU48299,肥牛卷,火锅食材,1,2026-09-05,52.14
101982,SKU55570,鸭血,火锅食材,1,2026-09-05,58.37
101982,SKU58222,垃圾袋,日化清洁,5,2026-09-05,62.94
101982,SKU39741,蘸料,火锅食材,2,2026-09-05,38.82
101983,SKU58288,模具,烘焙用品,1,2026-01-23,43.78
101983,SKU74752,酵母,烘焙用品,5,2026-01-23,34.07
101983,SKU26155,白糖,粮油调味,1,2026-01-23,40.96
101984,SKU45616,面包,食品饮料,1,2026-07-25,3.37
101984,SKU58443,鸡肉,肉禽蛋品,1,2026-07-25,63.39
101984,SKU41253,饼干,食品饮料,4,2026-07-25,6.48
101984,SKU65418,巧克力,食品饮料,1,2026-07-25,6.92
101985,SKU33129,苹果,生鲜蔬果,5,2026-05-25,60.02
101985,SKU53278,香蕉,生鲜蔬果,5,2026-05-25,41.75
101985,SKU37018,橙子,生鲜蔬果,3,2026-05-25,14.85
101985,SKU87160,大米,粮油调味,3,2026-05-25,22.91
101985,SKU88539,淡奶油,烘焙用品,4,2026-05-25,47.33
101986,SKU52166,苹果,生鲜蔬果,4,2026-03-28,51.59
101986,SKU58001,香蕉,生鲜蔬果,3,2026-03-28,37.29
101986,SKU70482,橙子,生鲜蔬果,5,2026-03-28,72.4
101986,SKU97424,醋,粮油调味,5,2026-03-28,57.07
101986,SKU73480,淡奶油,烘焙用品,2,2026-03-28,76.52
101987,SKU74954,醋,粮油调味,4,2026-02-02,56.38
101987,SKU52442,虾仁,肉禽蛋品,4,2026-02-02,12.27
101987,SKU10265,纸巾,日化清洁,2,2026-02-02,58.03
101987,SKU39412,葡萄,生鲜蔬果,1,2026-02-02,39.61
101988,SKU36342,蛋糕粉,烘焙用品,1,2026-01-09,25.6
101988,SKU62015,黄油,烘焙用品,1,2026-01-09,34.49
101988,SKU29354,淡奶油,烘焙用品,4,2026-01-09,38.79
101988,SKU10078,鸡蛋,肉禽蛋品,4,2026-01-09,62.78
101988,SKU30414,消毒液,日化清洁,4,2026-01-09,11.51
101988,SKU71435,葡萄,生鲜蔬果,4,2026-01-09,47.33
101989,SKU89624,黄瓜,生鲜蔬果,4,2026-02-15,15.11
101989,SKU37611,淡奶油,烘焙用品,1,2026-02-15,55.94
101989,SKU23197,果汁,食品饮料,5,2026-02-15,45.18
101989,SKU63372,食用油,粮油调味,4,2026-02-15,72.95
101990,SKU19419,蛋糕粉,烘焙用品,3,2026-08-13,27.02
101990,SKU40426,黄油,烘焙用品,4,2026-08-13,52.31
101990,SKU76882,淡奶油,烘焙用品,5,2026-08-13,8.14
101990,SKU45744,鸡蛋,肉禽蛋品,3,2026-08-13,79.66
101990,SKU64859,苹果,生鲜蔬果,4,2026-08-13,12.71
101990,SKU60325,虾仁,肉禽蛋品,1,2026-08-13,66.61
101991,SKU24090,牛奶,食品饮料,4,2026-08-17,56.42
101991,SKU55995,面包,食品饮料,3,2026-08-17,57.67
101991,SKU34219,白糖,粮油调味,1,2026-08-17,54.06
101991,SKU41137,芝士碎,烘焙用品,4,2026-08-17,73.09
101991,SKU91766,土豆,生鲜蔬果,3,2026-08-17,5.27
101992,SKU67072,蛋糕粉,烘焙用品,4,2026-08-08,32.56
101992,SKU47550,黄油,烘焙用品,4,2026-08-08,77.7
101992,SKU93220,淡奶油,烘焙用品,1,2026-08-08,27.97
101992,SKU92209,鸡蛋,肉禽蛋品,2,2026-08-08,24.38
101992,SKU63985,葡萄,生鲜蔬果,1,2026-08-08,56.25
101993,SKU57932,蛋糕粉,烘焙用品,5,2026-05-08,54.25
101993,SKU41425,黄油,烘焙用品,5,2026-05-08,71.49
101993,SKU53637,淡奶油,烘焙用品,5,2026-05-08,5.47
101993,SKU25170,鸡蛋,肉禽蛋品,4,2026-05-08,20.28
101993,SKU68141,芝士碎,烘焙用品,2,2026-05-08,32.12
101993,SKU95657,胡萝卜,生鲜蔬果,5,2026-05-08,61.31
101993,SKU56779,油纸,烘焙用品,5,2026-05-08,32.63
101994,SKU11459,可乐,食品饮料,1,2026-06-27,5.32
101994,SKU75237,薯片,食品饮料,3,2026-06-27,54.25
101994,SKU30504,饼干,食品饮料,1,2026-06-27,31.04
101994,SKU14734,洗衣液,日化清洁,5,2026-06-27,75.86
101995,SKU86897,果汁,食品饮料,3,2026-09-13,74.49
101995,SKU81586,牛肉,肉禽蛋品,5,2026-09-13,67.48
101995,SKU32719,鸡翅,肉禽蛋品,5,2026-09-13,36.42
101995,SKU88210,醋,粮油调味,3,2026-09-13,46.22
101996,SKU53873,大米,粮油调味,4,2026-03-28,52.91
101996,SKU21454,食用油,粮油调味,3,2026-03-28,7.84
101996,SKU86988,酱油,粮油调味,4,2026-03-28,64.63
101996,SKU57609,白菜,生鲜蔬果,4,2026-03-28,56.5
101996,SKU36313,苹果,生鲜蔬果,1,2026-03-28,69.68
101997,SKU35937,大米,粮油调味,2,2026-08-17,37.98
101997,SKU42922,食用油,粮油调味,3,2026-08-17,61.92
101997,SKU12607,酱油,粮油调味,3,2026-08-17,43.81
101997,SKU74554,生菜,生鲜蔬果,1,2026-08-17,51.08
101998,SKU59375,洗衣液,日化清洁,4,2026-07-23,24.35
101998,SKU66561,纸巾,日化清洁,1,2026-07-23,27.63
101998,SKU28499,垃圾袋,日化清洁,3,2026-07-23,22.12
101998,SKU44302,酵母,烘焙用品,2,2026-07-23,68.21
101998,SKU98671,牛肉,肉禽蛋品,4,2026-07-23,6.01
101999,SKU31996,鸡蛋,肉禽蛋品,5,2026-09-04,56.21
101999,SKU19476,饼干,食品饮料,5,2026-09-04,58.48
102000,SKU94919,洗发水,日化清洁,3,2026-09-18,45.64
102000,SKU62671,沐浴露,日化清洁,1,2026-09-18,65.33
102000,SKU88836,牙膏,日化清洁,5,2026-09-18,11.47
102000,SKU11861,面包,食品饮料,2,2026-09-18,3.64
102000,SKU52418,酸奶,食品饮料,5,2026-09-18,68.58
102000,SKU87695,香草精,烘焙用品,5,2026-09-18,44.72
102001,SKU13298,香蕉,生鲜蔬果,3,2026-01-11,57.85
102001,SKU82465,排骨,肉禽蛋品,3,2026-01-11,79.54
102001,SKU16320,饼干,食品饮料,1,2026-01-11,56.51
102001,SKU39013,土豆,生鲜蔬果,3,2026-01-11,32.0
102001,SKU77923,醋,粮油调味,3,2026-01-11,76.7
102001,SKU87504,料酒,粮油调味,4,2026-01-11,65.4
102002,SKU64374,火锅底料,火锅食材,1,2026-01-21,34.64
102002,SKU12888,丸子,火锅食材,5,2026-01-21,26.37
102002,SKU19841,肥牛卷,火锅食材,2,2026-01-21,76.98
102002,SKU48091,生菜,生鲜蔬果,2,2026-01-21,73.27
102003,SKU34922,虾仁,肉禽蛋品,3,2026-07-15,46.58
102003,SKU16759,毛肚,火锅食材,4,2026-07-15,62.85
102003,SKU45058,鸭蛋,肉禽蛋品,4,2026-07-15,66.0
102003,SKU83400,带鱼,肉禽蛋品,5,2026-07-15,42.21
102004,SKU42072,胡萝卜,生鲜蔬果,5,2026-05-19,14.44
102004,SKU44041,食用油,粮油调味,2,2026-05-19,9.09
102004,SKU56393,拖把,日化清洁,4,2026-05-19,31.45
102004,SKU25726,西红柿,生鲜蔬果,4,2026-05-19,58.09
102005,SKU91739,洗发水,日化清洁,3,2026-07-13,78.46
102005,SKU49741,沐浴露,日化清洁,3,2026-07-13,68.4
102005,SKU84686,牙膏,日化清洁,2,2026-07-13,74.39
102005,SKU23163,鸡肉,肉禽蛋品,4,2026-07-13,25.38
102005,SKU15172,料酒,粮油调味,4,2026-07-13,23.84
102005,SKU83864,土豆,生鲜蔬果,5,2026-07-13,32.69
102006,SKU45548,鸡翅,肉禽蛋品,4,2026-06-07,79.71
102006,SKU60534,蚝油,粮油调味,5,2026-06-07,73.64
102006,SKU34425,土豆,生鲜蔬果,3,2026-06-07,10.24
102007,SKU11746,垃圾袋,日化清洁,1,2026-07-04,41.81
102007,SKU36224,蔬菜拼盘,火锅食材,3,2026-07-04,68.85
102007,SKU14736,肥牛卷,火锅食材,5,2026-07-04,21.9
102007,SKU45559,面包,食品饮料,5,2026-07-04,19.88
102007,SKU98516,洗洁精,日化清洁,3,2026-07-04,67.71
102007,SKU56251,蛋糕粉,烘焙用品,4,2026-07-04,42.65
102008,SKU59924,蛋糕粉,烘焙用品,5,2026-09-17,32.5
102008,SKU58556,黄油,烘焙用品,5,2026-09-17,18.1
102008,SKU28621,淡奶油,烘焙用品,5,2026-09-17,34.94
102008,SKU31395,鸡蛋,肉禽蛋品,4,2026-09-17,36.54
102008,SKU80631,芝士碎,烘焙用品,2,2026-09-17,21.48
102009,SKU89604,洗发水,日化清洁,2,2026-04-03,50.2
102009,SKU93201,辣椒酱,粮油调味,3,2026-04-03,77.32
102009,SKU14288,面包,食品饮料,4,2026-04-03,67.3
102009,SKU27590,排骨,肉禽蛋品,2,2026-04-03,72.69
102009,SKU69552,蘸料,火锅食材,5,2026-04-03,4.37
102010,SKU12323,酵母,烘焙用品,5,2026-08-03,25.81
102010,SKU96578,鸡翅,肉禽蛋品,2,2026-08-03,60.67
102011,SKU14017,料酒,粮油调味,2,2026-05-09,50.84
102011,SKU41238,薯片,食品饮料,2,2026-05-09,17.34
102011,SKU66516,鸡肉,肉禽蛋品,1,2026-05-09,66.68
102011,SKU85119,可乐,食品饮料,4,2026-05-09,77.41
102012,SKU18063,面包,食品饮料,1,2026-01-14,9.12
102012,SKU40207,火锅底料,火锅食材,3,2026-01-14,3.12
102012,SKU71377,丸子,火锅食材,5,2026-01-14,22.27
102012,SKU12338,三文鱼,肉禽蛋品,5,2026-01-14,16.35
102012,SKU68584,橙子,生鲜蔬果,1,2026-01-14,52.47
102013,SKU39619,沐浴露,日化清洁,3,2026-08-23,19.3
102013,SKU44560,蚝油,粮油调味,5,2026-08-23,12.98
102013,SKU74558,醋,粮油调味,2,2026-08-23,30.73
102013,SKU33784,可乐,食品饮料,4,2026-08-23,37.73
102013,SKU57462,虾仁,肉禽蛋品,4,2026-08-23,38.13
102013,SKU16278,三文鱼,肉禽蛋品,4,2026-08-23,54.93
102014,SKU14567,豆腐,火锅食材,5,2026-03-04,26.79
102014,SKU34851,沐浴露,日化清洁,2,2026-03-04,57.75
102014,SKU61935,酱油,粮油调味,5,2026-03-04,20.73
102014,SKU76256,牛肉,肉禽蛋品,5,2026-03-04,40.67
102014,SKU12072,鸡肉,肉禽蛋品,3,2026-03-04,16.58
102014,SKU92031,可乐,食品饮料,3,2026-03-04,38.58
102015,SKU85527,洗发水,日化清洁,1,2026-09-08,70.8
102015,SKU33286,沐浴露,日化清洁,2,2026-09-08,55.55
102015,SKU27144,牙膏,日化清洁,5,2026-09-08,29.21
102015,SKU51580,巧克力,食品饮料,1,2026-09-08,14.57
102015,SKU65009,香草精,烘焙用品,3,2026-09-08,34.36
102015,SKU47986,火锅底料,火锅食材,4,2026-09-08,48.59
102016,SKU20279,豆腐,火锅食材,4,2026-07-24,60.46
102016,SKU52672,生菜,生鲜蔬果,2,2026-07-24,69.97
102016,SKU93520,粉丝,火锅食材,5,2026-07-24,58.34
102016,SKU86778,芝士碎,烘焙用品,3,2026-07-24,78.32
102016,SKU18472,料酒,粮油调味,2,2026-07-24,57.23
102017,SKU38018,食用油,粮油调味,5,2026-02-23,24.62
102017,SKU65380,辣椒酱,粮油调味,4,2026-02-23,40.53
102017,SKU35782,牙膏,日化清洁,2,2026-02-23,33.88
102017,SKU86469,橙子,生鲜蔬果,5,2026-02-23,73.48
102017,SKU56278,牛肉,肉禽蛋品,4,2026-02-23,71.02
102018,SKU94515,羊肉卷,火锅食材,1,2026-05-25,6.39
102018,SKU13952,油纸,烘焙用品,1,2026-05-25,4.79
102018,SKU33318,猪肉,肉禽蛋品,1,2026-05-25,60.16
102018,SKU97530,丸子,火锅食材,5,2026-05-25,65.91
102018,SKU61788,带鱼,肉禽蛋品,4,2026-05-25,48.9
102018,SKU52180,三文鱼,肉禽蛋品,2,2026-05-25,27.62
102019,SKU68366,面包,食品饮料,5,2026-08-11,56.84
102019,SKU97908,香蕉,生鲜蔬果,1,2026-08-11,51.7
102020,SKU34037,方便面,食品饮料,5,2026-01-22,56.49
102020,SKU32871,纸巾,日化清洁,3,2026-01-22,15.06
102021,SKU77669,蛋糕粉,烘焙用品,5,2026-08-28,25.9
102021,SKU55263,蛋挞皮,烘焙用品,2,2026-08-28,68.72
102021,SKU86850,沐浴露,日化清洁,1,2026-08-28,38.16
102021,SKU53501,鸡翅,肉禽蛋品,4,2026-08-28,14.96
102022,SKU98540,白糖,粮油调味,4,2026-02-06,38.67
102022,SKU75235,牛奶,食品饮料,4,2026-02-06,55.35
102022,SKU27049,洗洁精,日化清洁,4,2026-02-06,19.38
102022,SKU53883,辣椒酱,粮油调味,4,2026-02-06,64.54
102023,SKU94810,白糖,粮油调味,1,2026-09-28,26.07
102023,SKU22078,生菜,生鲜蔬果,5,2026-09-28,36.7
102024,SKU85552,胡萝卜,生鲜蔬果,1,2026-05-01,75.41
102024,SKU44629,酱油,粮油调味,5,2026-05-01,5.71
102024,SKU64041,鸭血,火锅食材,4,2026-05-01,33.26
102024,SKU97622,白菜,生鲜蔬果,5,2026-05-01,61.75
102024,SKU21809,淡奶油,烘焙用品,3,2026-05-01,39.54
102025,SKU96040,果汁,食品饮料,4,2026-08-04,35.59
102025,SKU16608,辣椒酱,粮油调味,2,2026-08-04,63.26
102025,SKU35850,肥皂,日化清洁,2,2026-08-04,14.83
102026,SKU59775,虾仁,肉禽蛋品,4,2026-07-28,59.03
102026,SKU11378,垃圾袋,日化清洁,4,2026-07-28,18.93
102026,SKU22270,洗洁精,日化清洁,4,2026-07-28,77.66
102026,SKU33050,蘸料,火锅食材,1,2026-07-28,53.91
102027,SKU64420,苹果,生鲜蔬果,3,2026-09-23,75.94
102027,SKU59660,香蕉,生鲜蔬果,1,2026-09-23,17.12
102027,SKU93756,橙子,生鲜蔬果,1,2026-09-23,23.04
102027,SKU63068,油纸,烘焙用品,5,2026-09-23,18.75
102027,SKU85118,拖把,日化清洁,2,2026-09-23,11.26
102028,SKU15013,牙膏,日化清洁,5,2026-07-06,69.8
102028,SKU92516,蛋糕粉,烘焙用品,5,2026-07-06,27.51
102028,SKU61543,矿泉水,食品饮料,5,2026-07-06,67.44
102028,SKU12163,面包,食品饮料,4,2026-07-06,19.76
102028,SKU36326,蚝油,粮油调味,1,2026-07-06,53.2
102029,SKU17403,橙子,生鲜蔬果,1,2026-07-05,32.94
102029,SKU94931,纸巾,日化清洁,4,2026-07-05,42.3
102030,SKU57703,洗发水,日化清洁,2,2026-01-28,60.05
102030,SKU72445,沐浴露,日化清洁,2,2026-01-28,70.27
102030,SKU57826,牙膏,日化清洁,2,2026-01-28,49.54
102030,SKU92392,牛肉,肉禽蛋品,2,2026-01-28,40.17
102031,SKU53861,蔬菜拼盘,火锅食材,4,2026-03-25,56.67
102031,SKU87689,蛋糕粉,烘焙用品,3,2026-03-25,25.96
102031,SKU14840,糖粉,烘焙用品,5,2026-03-25,58.0
102031,SKU33874,模具,烘焙用品,4,2026-03-25,9.87
102032,SKU72686,洗洁精,日化清洁,5,2026-07-20,17.1
102032,SKU26684,果汁,食品饮料,1,2026-07-20,6.82
102033,SKU35563,料酒,粮油调味,4,2026-04-07,42.22
102033,SKU65141,鸡翅,肉禽蛋品,4,2026-04-07,65.78
102034,SKU20956,可乐,食品饮料,3,2026-01-06,41.48
102034,SKU18834,薯片,食品饮料,2,2026-01-06,60.12
102034,SKU91972,饼干,食品饮料,5,2026-01-06,23.48
102034,SKU87389,蘸料,火锅食材,3,2026-01-06,7.86
102034,SKU21137,胡萝卜,生鲜蔬果,3,2026-01-06,64.33
102035,SKU26992,洗发水,日化清洁,3,2026-08-14,30.84
102035,SKU74257,大米,粮油调味,5,2026-08-14,27.88
102035,SKU67301,带鱼,肉禽蛋品,1,2026-08-14,69.96
102035,SKU97411,蚝油,粮油调味,2,2026-08-14,3.44
102036,SKU67518,蛋糕粉,烘焙用品,2,2026-03-25,44.82
102036,SKU23614,黄油,烘焙用品,5,2026-03-25,50.16
102036,SKU35413,淡奶油,烘焙用品,3,2026-03-25,58.92
102036,SKU88463,鸡蛋,肉禽蛋品,3,2026-03-25,64.82
102036,SKU30532,蚝油,粮油调味,4,2026-03-25,26.12
102036,SKU50606,牛奶,食品饮料,4,2026-03-25,43.52
102036,SKU46304,纸巾,日化清洁,4,2026-03-25,23.49
102037,SKU56323,蛋糕粉,烘焙用品,1,2026-06-11,79.9
102037,SKU16437,黄油,烘焙用品,1,2026-06-11,43.53
102037,SKU62837,淡奶油,烘焙用品,5,2026-06-11,39.97
102037,SKU55956,鸡蛋,肉禽蛋品,3,2026-06-11,66.05
102037,SKU54357,酸奶,食品饮料,1,2026-06-11,60.53
